Kicker,Latent Skill (z),Confidence (σ),Certified Score,Power Rating
C.Sturgis,0.018114716871622794,0.0062500081521669635,-0.0006353075848780955,61.82334666107221
M.Stover,0.01143338469413742,0.004222449071120556,-0.0012339625192242468,61.13824342967258
J.Wilkins,0.012060998308415068,0.004538385090250125,-0.0015541569623353062,60.7718115587131
B.Walsh,0.01501869107290804,0.0056125882128533295,-0.001819073565651948,60.46863988072156
L.Tynes,0.011241795659842563,0.0043940347693357945,-0.0019403086481648204,60.32989794104426
P.Dawson,0.006805576638230377,0.0033304577905135407,-0.0031857967333102453,58.90455612416806
C.Barth,0.011966704900362984,0.0050937777497196265,-0.003314628348795895,58.757120680122064
Z.Gonzalez,0.016194730729325632,0.006526098183841449,-0.0033835638221987145,58.67823063365829
N.Rackers,0.008147469218742183,0.0038838096491595844,-0.0035039597287365703,58.54044905050562
K.Forbath,0.01284267320841441,0.005455092764949673,-0.0035226050864346076,58.519111224528324
J.Carney,0.007302017012966297,0.0037205264987968723,-0.00385956248342432,58.133495758460576
J.Reed,0.0069113616643496825,0.004417615260983776,-0.0063414841186016455,55.293174172875155
A.Henery,0.016196914440983885,0.007643379603327192,-0.0067332243689976895,54.84486497834935
M.Nugent,0.005820795291131958,0.0042709360477501635,-0.006992012852118532,54.54870634695221
O.Mare,0.0041984034490586295,0.003861733847645176,-0.007386798093876898,54.09691245147061
B.Maher,0.011050143087371617,0.0067445425485531665,-0.009183484558287882,52.04077688495379
R.Lindell,0.0025792076411496646,0.00398823699436957,-0.009385503341959046,51.809585737005264
D.Brien,0.006818773003736473,0.005414848129312494,-0.009425771384201007,51.763502819652835
N.Kaeding,0.0036072531940707932,0.004456699353948647,-0.009762844867775148,51.377754503608315
G.Hartley,0.009662713261450646,0.006549546538443483,-0.009985926353879803,51.122459110173274
A.Seibert,0.014281401826333926,0.008105011121166949,-0.010033631537166922,51.06786509724626
B.Conway,0.011820162965233845,0.007294023717844315,-0.010061908188299102,51.03550517844768
S.Suisham,0.0012855699554243725,0.004739982062503298,-0.012934376232085522,47.74824063591187
K.Brown,-0.001763051198813384,0.0038184260362365803,-0.013218329307523126,47.423283538948105
A.Carlson,0.01513826797696917,0.010097895754812708,-0.015155419287468955,45.20646959717018
M.Wright,0.014282042538082655,0.00988730528881662,-0.015379873328367205,44.94960344624128
R.Blankenship,0.016282942149634688,0.010689672639077576,-0.015786075767598037,44.48474366182574
B.Cundiff,-0.002016093938152294,0.004648253033073694,-0.015960853037373376,44.284727817257334
M.Andersen,-0.0004902620515288916,0.005190016221328147,-0.016060310715513334,44.17090803097994
M.Gramatica,-0.001966022855814723,0.004905336689116993,-0.016682032923165703,43.45940651473377
G.Anderson,0.00023219292392817937,0.005658741981378282,-0.016744033020206665,43.38845334222506
D.Rayner,0.004076823946916624,0.007157384701064999,-0.01739533015627837,42.64310615317803
S.Ficken,0.012257386068185959,0.009996180686668804,-0.01773115599182045,42.25878565080274
P.Edinger,-0.005242950019633267,0.005298833982684512,-0.021139451967686802,38.35831736320289
J.Hall,-0.0064866329384128995,0.005392041396206232,-0.022662757127031596,36.61504051505554
T.Peterson,-0.006872157505812457,0.005356422559421448,-0.022941425184076804,36.29613161542701
A.Rosas,-0.0015629440284217714,0.007378776288253996,-0.02369927289318376,35.428847501273594
J.Moody,0.003326601592425202,0.009260294486924918,-0.02445428186834955,34.564812046213426
C.Ryland,0.0013013253397474295,0.010241214039980462,-0.029422316780193955,28.87937194284552
M.Hollis,-0.010174211991722117,0.006941172778335569,-0.030997730326728826,27.076462036656245
A.Del Greco,-0.00788833931078443,0.008486076304930304,-0.03334656822557534,24.38844204014326
S.Christie,-0.020315001144867298,0.006174385480877098,-0.03883815758749859,18.10384401627074
W.Richey,-0.027143060918511756,0.00781784255356648,-0.05059658857921119,4.647446003933125
J.Cortez,-0.02598350474273145,0.008936990610252231,-0.052794476573488146,2.132173714766808
T.Seder,-0.022730522044086956,0.010642361476574625,-0.054657606473810835,0.0
